,date,steps,distance,runDistance,calories
2144,2022-03-11,6893,4937,443,165
2145,2022-03-12,1072,733,107,32
2146,2022-03-13,9142,6742,0,469
2147,2022-03-14,5096,4035,100,143
2148,2022-03-15,9711,6932,531,240
2149,2022-03-16,5275,3563,423,122
2150,2022-03-17,998,645,128,27
2151,2022-03-18,2831,1964,121,70
2152,2022-03-19,30013,21454,0,1051
2153,2022-03-20,8896,6482,353,231
2154,2022-03-21,8259,5957,309,213
2155,2022-03-22,8287,6277,141,216
2156,2022-03-23,3896,2551,293,88
2157,2022-03-24,689,445,98,19
2158,2022-03-25,1830,1294,187,54
2159,2022-03-26,2626,1823,198,68
2160,2022-03-27,6497,4735,3727,228
2161,2022-03-28,3725,2816,196,106
2162,2022-03-29,25294,18336,538,604
2163,2022-03-30,2485,1731,126,67
2164,2022-03-31,10511,7735,140,256
2165,2022-04-01,14748,10758,1452,646
2166,2022-04-02,756,489,66,22
2167,2022-04-03,1219,873,37,30
2168,2022-04-04,11018,7738,604,272
2169,2022-04-05,11295,8629,595,313
2170,2022-04-06,10440,7244,144,227
2171,2022-04-07,6081,4453,211,155
2172,2022-04-08,13815,10971,2953,466
2173,2022-04-09,5008,3464,2862,188
2174,2022-04-10,1922,1242,1105,121
2175,2022-04-11,5886,4299,161,155
2176,2022-04-12,10025,7411,444,260
2177,2022-04-13,14087,10107,576,350
2178,2022-04-14,5291,3518,234,333
2179,2022-04-15,4624,3152,259,108
2180,2022-04-16,18335,12720,1400,428
2181,2022-04-17,434,281,65,13
2182,2022-04-18,9386,6471,504,217
2183,2022-04-19,0,0,0,0
2184,2022-04-20,11653,8175,419,278
2185,2022-04-21,3755,2918,0,187
2186,2022-04-22,10161,7207,513,260
2187,2022-04-23,14097,9913,2044,333
2188,2022-04-24,19781,14387,2499,833
2189,2022-04-25,7922,5991,105,200
2190,2022-04-26,6456,4767,340,177
2191,2022-04-27,224,145,76,11
2192,2022-04-28,29767,21943,377,720
2193,2022-04-29,26821,19238,14496,719
2194,2022-04-30,8483,6228,601,215
2195,2022-05-01,10635,7754,62,248
2196,2022-05-02,27529,20860,15419,748
2197,2022-05-03,13192,9757,1242,340
2198,2022-05-04,5154,3692,2910,188
2199,2022-05-05,23288,15536,343,465
2200,2022-05-06,2144,1490,282,155
2201,2022-05-07,8686,6232,4836,302
2202,2022-05-08,2290,1641,120,61
2203,2022-05-09,14445,10497,230,350
2204,2022-05-10,635,410,97,18
2205,2022-05-11,2940,2190,65,81
2206,2022-05-12,5896,3947,0,311
2207,2022-05-13,5040,4044,15,137
2208,2022-05-14,9974,6755,759,225
2209,2022-05-15,7753,5739,406,207
2210,2022-05-16,2902,1919,212,67
2211,2022-05-17,361,233,57,12
2212,2022-05-18,15384,10372,712,338
2213,2022-05-19,12201,8439,502,283
2214,2022-05-20,24190,17544,13284,684
2215,2022-05-21,9230,6376,1756,214
2216,2022-05-22,11668,8030,52,250
2217,2022-05-23,10567,7994,406,296
2218,2022-05-24,2538,1778,199,78
2219,2022-05-25,4948,3242,46,281
2220,2022-05-26,22662,16990,658,571
2221,2022-05-27,5036,3519,492,125
2222,2022-05-28,31246,23121,409,744
2223,2022-05-29,8974,6308,641,221
2224,2022-05-30,4788,3462,206,124
2225,2022-05-31,3750,2637,178,101
2226,2022-06-01,18877,14055,1281,478
2227,2022-06-02,1473,1017,147,36
2228,2022-06-03,3952,2588,2252,198
2229,2022-06-04,7919,5520,630,189
2230,2022-06-05,4217,2911,277,104
2231,2022-06-06,9756,6700,619,220
2232,2022-06-07,18389,13449,590,452
2233,2022-06-08,1954,1296,93,44
2234,2022-06-09,9528,6540,717,220
2235,2022-06-10,2335,1659,146,58
2236,2022-06-11,307,198,64,11
2237,2022-06-12,14818,9725,1040,305
2238,2022-06-13,3591,2482,268,86
2239,2022-06-14,5762,4050,423,133
2240,2022-06-15,4985,3603,309,128
2241,2022-06-16,3154,2159,55,206
2242,2022-06-17,1318,920,23,30
2243,2022-06-18,4499,2980,0,229
2244,2022-06-19,10128,7026,578,240
2245,2022-06-20,3540,2430,51,87
2246,2022-06-21,25973,19102,749,638
2247,2022-06-22,14331,10880,491,384
2248,2022-06-23,5107,3647,124,255
2249,2022-06-24,6907,4931,3961,323
2250,2022-06-25,3272,2461,163,99
2251,2022-06-26,5685,4364,241,153
2252,2022-06-27,2830,1879,157,69
2253,2022-06-28,8624,5939,487,207
2254,2022-06-29,1759,1137,234,48
2255,2022-06-30,4097,2688,221,90
2256,2022-07-01,8192,5900,4632,547
2257,2022-07-02,2837,1868,248,69
2258,2022-07-03,19051,13334,98,414
2259,2022-07-04,3648,2593,216,98
2260,2022-07-05,20480,14344,154,454
2261,2022-07-06,7144,4829,620,174
2262,2022-07-07,5318,3703,497,138
2263,2022-07-08,10059,7309,167,237
2264,2022-07-09,21917,16428,793,595
2265,2022-07-10,1186,767,608,84
2266,2022-07-11,8123,6716,3064,310
2267,2022-07-12,9390,7169,113,255
2268,2022-07-13,4167,2905,2188,164
2269,2022-07-14,5276,4091,157,142
2270,2022-07-15,14434,10803,515,373
2271,2022-07-16,414,268,70,13
2272,2022-07-17,1969,1370,153,60
2273,2022-07-18,18771,13743,371,444
2274,2022-07-19,430,278,89,15
2275,2022-07-20,9869,6884,510,236
2276,2022-07-21,6691,4824,241,166
2277,2022-07-22,14193,10509,7958,664
2278,2022-07-23,3732,2563,301,94
2279,2022-07-24,2599,1870,180,66
2280,2022-07-25,480,310,110,21
2281,2022-07-26,0,0,0,0
2282,2022-07-27,4684,3431,218,122
2283,2022-07-28,8798,6543,5046,270
2284,2022-07-29,1256,902,170,46
2285,2022-07-30,844,546,94,23
2286,2022-07-31,10160,7749,181,259
2287,2022-08-01,4049,2627,2237,197
2288,2022-08-02,38443,29485,21952,1013
2289,2022-08-03,23500,15989,250,495
2290,2022-08-04,8849,6201,4883,524
2291,2022-08-05,4088,3119,0,197
2292,2022-08-06,20166,14429,3719,502
2293,2022-08-07,13480,9480,183,297
2294,2022-08-08,15170,11338,2080,407
2295,2022-08-09,9909,7053,981,261
2296,2022-08-10,1019,751,7,25
2297,2022-08-11,6885,4703,641,166
2298,2022-08-12,1172,819,46,29
2299,2022-08-13,3614,2482,254,288
2300,2022-08-14,4339,2961,219,109
2301,2022-08-15,16795,11847,109,652
2302,2022-08-16,9849,7350,114,264
2303,2022-08-17,13100,9178,778,325
2304,2022-08-18,2155,1421,165,207
2305,2022-08-19,16760,12007,222,377
2306,2022-08-20,8784,6590,367,242
2307,2022-08-21,3858,2685,334,98
2308,2022-08-22,16882,11759,172,379
2309,2022-08-23,8873,6766,169,243
2310,2022-08-24,1280,912,24,33
2311,2022-08-25,7254,4941,680,165
2312,2022-08-26,3407,2422,198,86
2313,2022-08-27,4923,3500,284,116
2314,2022-08-28,6830,4886,619,180
2315,2022-08-29,14931,11065,463,676
2316,2022-08-30,7744,5073,193,161
2317,2022-08-31,4981,3380,2744,170
2318,2022-09-01,3429,2396,437,94
2319,2022-09-02,13106,9558,503,578
2320,2022-09-03,34543,24523,289,784
2321,2022-09-04,17349,12315,9440,505
2322,2022-09-05,11315,8189,423,269
2323,2022-09-06,10750,7361,71,254
2324,2022-09-07,6248,4641,177,168
2325,2022-09-08,16191,11283,310,806
2326,2022-09-09,1407,945,131,39
2327,2022-09-10,0,0,0,0
2328,2022-09-11,9923,6825,826,227
2329,2022-09-12,5548,4121,258,156
2330,2022-09-13,11770,8287,770,282
2331,2022-09-14,2290,1610,244,222
2332,2022-09-15,1402,1005,140,45
2333,2022-09-16,2019,1363,161,51
2334,2022-09-17,2677,1793,321,75
2335,2022-09-18,17736,12438,754,790
2336,2022-09-19,2718,1831,180,61
2337,2022-09-20,8381,5971,370,206
2338,2022-09-21,11496,8240,550,284
2339,2022-09-22,11576,8656,2211,346
2340,2022-09-23,8249,6285,194,232
2341,2022-09-24,11196,7735,399,248
2342,2022-09-25,6952,4849,0,164
2343,2022-09-26,11047,7691,689,255
2344,2022-09-27,1904,1231,1069,106
2345,2022-09-28,7416,5144,1034,181
2346,2022-09-29,4154,3072,102,104
2347,2022-09-30,8498,5924,764,203
2348,2022-10-01,37255,27868,421,894
2349,2022-10-02,12390,9318,523,328
2350,2022-10-03,12881,9560,536,340
2351,2022-10-04,2638,1725,1441,114
2352,2022-10-05,2149,1547,129,55
2353,2022-10-06,2485,1633,145,59
2354,2022-10-07,2340,1668,100,59
2355,2022-10-08,360,233,40,12
2356,2022-10-09,6900,4881,339,160
2357,2022-10-10,30265,21630,2662,1311
2358,2022-10-11,2462,1789,177,67
2359,2022-10-12,4844,4141,2675,225
2360,2022-10-13,21101,14760,53,889
2361,2022-10-14,3092,2066,170,67
2362,2022-10-15,11112,7763,972,281
2363,2022-10-16,1528,1067,101,47
2364,2022-10-17,1143,739,612,63
2365,2022-10-18,17824,13232,83,678
2366,2022-10-19,10034,6862,875,232
2367,2022-10-20,17737,12751,455,408
2368,2022-10-21,10807,7710,5995,552
2369,2022-10-22,23829,17416,859,582
2370,2022-10-23,6624,5766,3451,281
2371,2022-10-24,451,292,65,13
2372,2022-10-25,8889,6296,256,207
2373,2022-10-26,2589,1692,1419,119
2374,2022-10-27,3461,2245,1953,186
2375,2022-10-28,12326,8983,724,324
2376,2022-10-29,14565,11022,55,616
2377,2022-10-30,10551,7277,665,249
2378,2022-10-31,7299,6198,4309,326
2379,2022-11-01,10085,7819,138,266
2380,2022-11-02,9365,6629,418,230
2381,2022-11-03,5846,3899,454,131
2382,2022-11-04,3744,2557,247,96
2383,2022-11-05,23665,17251,1190,559
2384,2022-11-06,1992,1327,164,51
2385,2022-11-07,3382,2374,238,87
2386,2022-11-08,11182,7499,780,244
2387,2022-11-09,8584,6164,271,219
2388,2022-11-10,6737,4961,266,187
2389,2022-11-11,14590,10393,8275,466
2390,2022-11-12,1522,1071,157,51
2391,2022-11-13,14137,10283,514,352
2392,2022-11-14,10440,7407,1935,252
2393,2022-11-15,6493,5115,126,180
2394,2022-11-16,3244,2237,223,78
2395,2022-11-17,1545,1089,899,75
2396,2022-11-18,13392,9804,521,352
2397,2022-11-19,3409,2267,278,90
2398,2022-11-20,12988,9305,906,318
2399,2022-11-21,11157,8228,707,285
2400,2022-11-22,20143,14325,530,857
2401,2022-11-23,1110,717,94,28
2402,2022-11-24,25981,19105,247,652
2403,2022-11-25,23412,16717,509,547
2404,2022-11-26,3169,2183,0,83
2405,2022-11-27,11609,8222,350,284
2406,2022-11-28,12045,9011,393,553
2407,2022-11-29,6041,4535,597,163
2408,2022-11-30,6923,4708,3735,246
2409,2022-12-01,8055,5862,739,213
2410,2022-12-02,10457,7850,173,272
2411,2022-12-03,3299,2291,0,83
2412,2022-12-04,9019,6393,4938,381
2413,2022-12-05,4059,2766,2268,155
2414,2022-12-06,11570,8306,463,299
2415,2022-12-07,3043,2002,205,67
2416,2022-12-08,895,579,117,31
2417,2022-12-09,11300,7683,913,256
2418,2022-12-10,14171,9976,171,585
2419,2022-12-11,20192,14535,411,482
2420,2022-12-12,1745,1211,148,49
2421,2022-12-13,3939,2812,143,100
2422,2022-12-14,7132,5516,1538,227
2423,2022-12-15,7053,5149,581,352
2424,2022-12-16,5834,3930,509,134
2425,2022-12-17,10176,7529,357,272
2426,2022-12-18,1154,755,0,28
2427,2022-12-19,16949,12268,273,401
2428,2022-12-20,10366,7058,878,244
2429,2022-12-21,14737,10940,173,360
2430,2022-12-22,8962,6164,788,213
2431,2022-12-23,420,271,131,20
2432,2022-12-24,7069,5119,307,184
2433,2022-12-25,24664,17427,13245,662
2434,2022-12-26,6838,4502,405,144
2435,2022-12-27,4327,2898,514,105
2436,2022-12-28,7272,5144,293,181
2437,2022-12-29,7598,5531,4379,261
2438,2022-12-30,19909,14723,446,487
2439,2022-12-31,9698,6606,556,221
2440,2023-01-01,26795,20174,475,1124
2441,2023-01-02,7638,5560,118,188
2442,2023-01-03,6853,4882,351,166
2443,2023-01-04,6313,5047,1234,197
2444,2023-01-05,6368,4459,3442,201
2445,2023-01-06,8545,6417,4912,289
2446,2023-01-07,7475,5685,170,206
2447,2023-01-08,3680,2691,181,104
2448,2023-01-09,866,560,107,25
2449,2023-01-10,27038,19214,194,1160
2450,2023-01-11,3093,2343,220,91
2451,2023-01-12,774,500,121,23
2452,2023-01-13,5956,4182,389,145
2453,2023-01-14,9077,6273,395,218
